1	Hamburger	295	14	47	414	226	24	17
7	Gà Rán KFC	246	12	87	77	239	1.8	30
2	Khoai Tây Chiên	312	15	0	210	579	41	3.4
9	Trứng Rán	196	15	401	207	152	0.8	14
6	Cơm rang	163	2.3	23	396	88	31	4.7
5	Nem rán<Egg roll>	222	7	14	407	212	30	10
10	Mỳ Spaghetti	158	0.9	0	1	44	31	6
8	Rau xanh	67	2	0	91	650	8	4
0	Thịt nướng	175	3.9	12	364	0	26.7	7.283
3	Bánh Trung Thu	0	0	0	0	0	0	0
4	Cơm Gà	0	0	0	0	0	0	0
111	Táo	52	0.2	0	1	107	14	0.3
